,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Rk,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,team_year,year
10,Detroit Pistons,16,66,.195,34.0,108.9,117.2,-7.57,21.0,82,241.2,46.9,94.6,0.496,0.7,2.5,0.277,46.2,92.1,0.502,22.7,29.3,0.773,16.1,31.4,47.5,28.1,10.7,5.7,19.3,22.8,117.2,Detroit Pistons_1980,1980
11,Milwaukee Bucks,49,33,.598,—,110.1,106.1,3.57,7.0,82,241.5,42.1,91.3,0.462,0.9,3.7,0.249,41.2,87.6,0.471,20.9,27.7,0.753,16.6,28.0,44.5,26.3,8.7,4.4,20.0,23.3,106.1,Milwaukee Bucks_1980,1980
12,Kansas City Kings,47,35,.573,2.0,108.0,104.9,2.82,5.0,82,241.5,40.6,85.3,0.476,0.5,2.1,0.238,40.1,83.2,0.482,23.2,30.5,0.763,13.9,32.2,46.1,21.7,8.5,5.2,21.5,25.3,104.9,Kansas City Kings_1980,1980
13,Denver Nuggets,30,52,.366,19.0,108.3,112.7,-4.22,18.0,82,241.8,45.6,92.6,0.492,0.9,2.6,0.327,44.7,90.0,0.497,20.7,27.3,0.76,14.6,31.5,46.1,27.9,9.9,5.5,17.5,24.8,112.7,Denver Nuggets_1980,1980
14,Chicago Bulls,30,52,.366,19.0,107.5,110.2,-2.63,14.0,82,242.7,43.7,88.1,0.496,0.7,2.4,0.271,43.1,85.6,0.503,22.1,28.8,0.768,14.1,28.6,42.7,25.7,10.3,6.1,18.8,26.9,110.2,Chicago Bulls_1980,1980
15,Utah Jazz,24,58,.293,25.0,102.4,108.4,-5.71,10.0,82,241.5,43.4,87.6,0.496,0.8,2.6,0.318,42.6,85.0,0.501,20.8,26.9,0.772,14.1,27.9,42.0,24.4,8.7,4.9,15.5,21.7,108.4,Utah Jazz_1980,1980
16,Los Angeles Lakers,60,22,.732,—,115.1,109.2,5.40,11.0,82,242.4,45.4,96.6,0.47,1.0,3.3,0.285,44.5,93.3,0.477,17.4,23.0,0.759,16.0,27.3,43.3,28.3,9.7,4.7,17.3,22.7,109.2,Los Angeles Lakers_1980,1980
17,Seattle SuperSonics,56,26,.683,4.0,108.5,103.8,4.24,3.0,82,241.8,41.6,90.5,0.459,0.7,2.9,0.246,40.8,87.6,0.466,20.0,26.2,0.764,14.7,29.4,44.0,24.6,8.9,4.8,18.5,24.4,103.8,Seattle SuperSonics_1980,1980
18,Phoenix Suns,55,27,.671,5.0,111.1,107.5,3.25,8.0,82,240.9,43.5,91.2,0.476,1.2,3.6,0.337,42.2,87.6,0.482,19.4,25.8,0.752,14.8,29.8,44.7,24.7,10.8,4.7,20.3,25.0,107.5,Phoenix Suns_1980,1980
19,Portland Trail Blazers,38,44,.463,22.0,102.5,103.3,-0.87,2.0,82,241.2,40.8,85.5,0.478,0.7,2.3,0.296,40.2,83.2,0.483,20.9,27.8,0.752,13.9,28.8,42.6,24.5,9.2,4.8,17.7,22.9,103.3,Portland Trail Blazers_1980,1980
20,San Diego Clippers,35,47,.427,25.0,107.6,111.7,-3.97,16.0,82,240.9,45.8,91.6,0.5,0.5,2.3,0.23,45.2,89.3,0.507,19.7,25.4,0.773,14.9,30.3,45.2,24.5,9.3,5.0,17.0,23.0,111.7,San Diego Clippers_1980,1980
21,Golden State Warriors,24,58,.293,36.0,103.6,108.0,-4.20,9.0,82,242.4,41.9,85.1,0.493,0.9,2.7,0.329,41.0,82.4,0.498,23.2,31.0,0.749,12.9,31.3,44.1,25.5,8.8,4.4,18.1,21.8,108.0,Golden State Warriors_1980,1980
